name,url,Region,price,Distillery / Brand,Alcohol,Volume,Nose,Palate,Finish,Nose_clean,Palate_clean,Finish_clean,Nose_tokens,Palate_tokens,Finish_tokens,price_usd,reg_0,reg_1,reg_2,reg_3,reg_4,reg_5,reg_6,reg_7,user_pref,score,Nose_common,Palate_common,Finish_common,vendor_rec
BenRiach 21 Year Old Temporis,https://www.masterofmalt.com/whiskies/benriach/benriach-21-year-old-temporis-whisky/,Speyside Whisky,135.0,BenRiach,46.0%,70cl," Meaty malt with a touch of BBQ char, joined by spiced currant buns and waxy orange peel."," Rum-soaked dried fruit, more orange peel, new leather and oak-y smoke. A touch of blueberry tucked away, too."," Five-spice, slightly floral peat, pear and prune.",meaty malt bbq char joined spiced currant bun waxy orange peel,rumsoaked dried fruit orange peel new leather oaky smoke blueberry tucked away,fivespice slightly floral peat pear prune,"['meaty', 'malt', 'bbq', 'char', 'joined', 'spiced', 'currant', 'bun', 'waxy', 'orange', 'peel']","['rumsoaked', 'dried', 'fruit', 'orange', 'peel', 'new', 'leather', 'oaky', 'smoke', 'blueberry', 'tucked', 'away']","['fivespice', 'slightly', 'floral', 'peat', 'pear', 'prune']",168.75,0,1,0,0,0,0,0,0,0.0,0.0457351980144254,,smoke,,"BenRiach 21 Year Old,BenRiach 22yo Rum Cask,BenRiach 22yo #2859"
Springbank 26 Year Old (That Boutique-y Whisky Company),https://www.masterofmalt.com/whiskies/springbank/springbank-26-year-old-that-boutiquey-whisky-company-whisky/,Campbeltown Whisky,344.95,Springbank,43.4%,50cl," Through plenty of typical Springbank funk, there’s salted peanuts, black olives and juicy peach and plum. Notes of sweet tobacco, smoked fish and redcurrant all appear underneath among wood char and dry roasted spices."," Mulch, leafy herbs and cardamom make way for bright citrus elements, sticky date-like sweetness and fresh ginger. There’s a hint here of granary bread with salted butter and Nutella."," Coal smoke, slightly meaty malt, oily walnut and a touch of dried cherry.",plenty typical springbank funk there’s salted peanuts black olive juicy peach plum sweet tobacco smoked fish redcurrant appear among wood char dry roasted spices,mulch leafy herb cardamom make way bright citrus elements sticky datelike sweet fresh ginger there’s granary bread salted butter nutella,coal smoke slightly meaty malt oily walnut dried cherry,"['plenty', 'typical', 'springbank', 'funk', 'there', 'salted', 'peanuts', 'black', 'olive', 'juicy', 'peach', 'plum', 'sweet', 'tobacco', 'smoked', 'fish', 'redcurrant', 'appear', 'among', 'wood', 'char', 'dry', 'roasted', 'spices']","['mulch', 'leafy', 'herb', 'cardamom', 'make', 'way', 'bright', 'citrus', 'elements', 'sticky', 'datelike', 'sweet', 'fresh', 'ginger', 'there', 'granary', 'bread', 'salted', 'butter', 'nutella']","['coal', 'smoke', 'slightly', 'meaty', 'malt', 'oily', 'walnut', 'dried', 'cherry']",431.19,0,0,0,0,1,0,0,0,0.0,0.08819134290565646,"sweet, spices",sweet,smoke,"Springbank 25yo TBWC,Springbank 25yo 1993,Springbank 22yo TBWC,Springbank 21yo TBWC,Springbank 20yo TBWC"
Strathmill 9 Year Old 2009 (cask 12811) - Provenance (Douglas Laing),https://www.masterofmalt.com/whiskies/strathmill/strathmill-9-year-old-2009-cask-12811-provenance-douglas-laing-whisky/,Speyside Whisky,43.95,Strathmill,46.0%,70cl," Honeyed porridge, cut grass and maple syrup. Hint of sawdust underneath."," Butterscotch, fresh green apple and chewy barley.", Dark chocolate bitterness and lemon peel. Just a pinch of baking spice lingers.,honeyed porridge cut grass maple syrup sawdust,butterscotch fresh green apple chewy barley,dark chocolate bitter lemon peel pinch baking spice linger,"['honeyed', 'porridge', 'cut', 'grass', 'maple', 'syrup', 'sawdust']","['butterscotch', 'fresh', 'green', 'apple', 'chewy', 'barley']","['dark', 'chocolate', 'bitter', 'lemon', 'peel', 'pinch', 'baking', 'spice', 'linger']",54.94,0,1,0,0,0,0,0,0,0.0,0.0,,,,Glendullan 8yo #12679
The Singleton of Glendullan Double Matured,https://www.masterofmalt.com/whiskies/glendullan/the-singleton-of-glendullan-double-matured-whisky/,Speyside Whisky,81.48,Glendullan,40.0%,100cl," Juicy notes of buttered sultanas and apricots, with a hint of sharp orange zest."," Fresh orange-y notes continue on to the palate, joined with caramel, red berries and floral barley."," Sherbet lemon, Mocha.",juicy buttered sultana apricots sharp orange zest,fresh orangey continue joined caramel red berry floral barley,sherbet lemon mocha,"['juicy', 'buttered', 'sultana', 'apricots', 'sharp', 'orange', 'zest']","['fresh', 'orangey', 'continue', 'joined', 'caramel', 'red', 'berry', 'floral', 'barley']","['sherbet', 'lemon', 'mocha']",101.85,0,1,0,0,0,0,0,0,0.0,0.0,,,,"Roberto Cavalli Rosemary,BenRinnes 15,Xalt Vodka,Glenlossie 10,Strathcolm Extra Special,BenRiach Batch 2,Auchroisk 7yo 2009,Royal Lochnagar 12,Neptune Rum"
Glencadam 18 Year Old,https://www.masterofmalt.com/whiskies/glencadam/glencadam-18-year-old-whisky/,Highland Whisky,83.78,Glencadam,46.0%,70cl," Creamy malt, wood spice and tropical fruits."," More malt and spice from the nose with cakey notes, orchard fruit and orange blossom."," Warming nutmeg, white chocolate and a hint of berries.",creamy malt wood spice tropical fruits,malt spice cakey orchard fruit orange blossom,warming nutmeg white chocolate berries,"['creamy', 'malt', 'wood', 'spice', 'tropical', 'fruits']","['malt', 'spice', 'cakey', 'orchard', 'fruit', 'orange', 'blossom']","['warming', 'nutmeg', 'white', 'chocolate', 'berries']",104.72,0,0,1,0,0,0,0,0,0.0,0.08271142668076684,creamy,,,"Glencadam 17YO,Glen Keith 19 Year Old,Glencadam 21,Glencadam 13 Reawakening,Glengoyne 21,anCnoc 24 Year Old,Laphroaig The 1815 Legacy,Glencadam 25 Year Old,Glencadam 19 Year Old"
The Balvenie 40 Year Old,https://www.masterofmalt.com/whiskies/balvenie/the-balvenie-40-year-old-whisky/,Speyside Whisky,3475.0,Balvenie,48.5%,70cl," Rich, elegant floral notes waft up first, with dried apricots and crystallised citrus peels and ginger. Freshly crushed vanilla pods and a good hint of warm oak. "," Cinnamon, nutmeg, thyme honey which develops floral hints further on. Sherried goodness surrounds it all wonderfully.", Sweet and warming with honey. ,rich elegant floral waft dried apricot crystallised citrus peel ginger freshly crushed vanilla pod good warm oak,cinnamon nutmeg thyme honey develops floral sherried good surround wonderfully,sweet warming honey,"['rich', 'elegant', 'floral', 'waft', 'dried', 'apricot', 'crystallised', 'citrus', 'peel', 'ginger', 'freshly', 'crushed', 'vanilla', 'pod', 'good', 'warm', 'oak']","['cinnamon', 'nutmeg', 'thyme', 'honey', 'develops', 'floral', 'sherried', 'good', 'surround', 'wonderfully']","['sweet', 'warming', 'honey']",4343.75,0,1,0,0,0,0,0,0,0.0,0.06764993412062358,"good, vanilla",good,sweet,"Ladyburn 40YO 1974 #74,Balvenie 25YO Traditional,Bowmore 25 Year Old,Isle of Jura 30,£500 Gift Voucher,Bunnahabhain 25,Martell Single Distillery,Highland Park 25yo #8103"
Glengoyne Pedro Ximénez Cask Finish,https://www.masterofmalt.com/whiskies/glengoyne/glengoyne-pedro-ximenez-cask-finish-whisky/,Highland Whisky,78.95,Glengoyne,46.0%,70cl," Dried apricot, caramelised nuts, zesty lemon sweeties, milk chocolate and vanilla fudge."," Honeyed fruits, fresh grapes, caramelised brown sugar, lemon zest, warming pepper and ginger spice."," More honey, with citrus, more milk chocolate and a pinch more white pepper.",dried apricot caramelised nuts zesty lemon sweeties milk chocolate vanilla fudge,honeyed fruits fresh grapes caramelised brown sugar lemon z warming pepper ginger spice,honey citrus milk chocolate pinch white pepper,"['dried', 'apricot', 'caramelised', 'nuts', 'zesty', 'lemon', 'sweeties', 'milk', 'chocolate', 'vanilla', 'fudge']","['honeyed', 'fruits', 'fresh', 'grapes', 'caramelised', 'brown', 'sugar', 'lemon', 'warming', 'pepper', 'ginger', 'spice']","['honey', 'citrus', 'milk', 'chocolate', 'pinch', 'white', 'pepper']",98.69,0,0,1,0,0,0,0,0,0.0,0.02254997804020786,vanilla,,,"Glengoyne 21,Glengoyne Legacy One,Glengoyne 18"
Kirkwall Bay,https://www.masterofmalt.com/whiskies/morrison-and-mackay/kirkwall-bay-whisky/,Scotch Whisky,36.23,Morrison & MacKay,46.0%,70cl," Clean citrus and orange blossom, with a light hint of biscotti and a wisp of smoke."," Orchard fruit sweetness continues, with malty vanilla and toasted almond."," Mocha, basil and stem ginger.",clean citrus orange blossom light biscotti wisp smoke,orchard fruit sweet continues malty vanilla toasted almond,mocha basil stem ginger,"['clean', 'citrus', 'orange', 'blossom', 'light', 'biscotti', 'wisp', 'smoke']","['orchard', 'fruit', 'sweet', 'continues', 'malty', 'vanilla', 'toasted', 'almond']","['mocha', 'basil', 'stem', 'ginger']",45.29,0,0,0,0,0,0,1,0,0.0,0.10599746188803848,smoke,"sweet, vanilla",,"Old Perth Sherry Cask,Laphroaig Quarter Cask,Ledaig 10,Rock Oyster,The Big Strand,Riverflow,Longrow Peated,Lagavulin 16 Year Old,Miller's Westbourne"
Darkness! Broadbay 8 Year Old Pedro Ximénez Cask Finish,https://www.masterofmalt.com/whiskies/darkness/darkness-broadbay-8-year-old-pedro-ximenez-cask-finish-whisky/,Scotch Whisky,71.95,Darkness,61.3%,50cl," Old leather, raisin, tangy sea salt notes and iodine."," Bright notes of cinnamon and clove, with dried fruit and stem ginger sticking around. Continued coastal richness.", A long finish of smoke and sherry.,old leather raisin tangy sea salt iodine,bright cinnamon clove dried fruit stem ginger sticking around continued coastal richness,long smoke sherry,"['old', 'leather', 'raisin', 'tangy', 'sea', 'salt', 'iodine']","['bright', 'cinnamon', 'clove', 'dried', 'fruit', 'stem', 'ginger', 'sticking', 'around', 'continued', 'coastal', 'richness']","['long', 'smoke', 'sherry']",89.94,0,0,0,0,0,0,1,0,0.0,0.10217646986386844,iodine,,"smoke, sherry","Benrinnes 17yo TBWC,Inchgower 26yo #1 TBWC,Allt-á-Bhainne 22yo TBWC,Darkness! Peatside 6yo,Darkness! Macduff 19yo,Darkness! Blended Malt 20,North British 26yo TBWC,Bruichladdich 13yo TBWC,Aberfeldy 21yo #2 TBWC"
Wolfburn Batch No.128,https://www.masterofmalt.com/whiskies/wolfburn/wolfburn-batch-no-128-whisky/,Highland Whisky,78.95,Wolfburn,46.0%,70cl," Sweet smoke (almost floral at points), joined by underlying hints of lemon sorbet and vanilla-y oak."," Subtly grassy at first, with layers of black pepper, chocolate chip cookie dough and another wave of smoke.", Simmering exotic spices and fresh tangerine.,sweet smoke almost floral points joined underlying lemon sorbet vanillay oak,subtly grassy layer black pepper chocolate chip cookie dough another wave smoke,simmering exotic spice fresh tangerine,"['sweet', 'smoke', 'almost', 'floral', 'points', 'joined', 'underlying', 'lemon', 'sorbet', 'vanillay', 'oak']","['subtly', 'grassy', 'layer', 'black', 'pepper', 'chocolate', 'chip', 'cookie', 'dough', 'another', 'wave', 'smoke']","['simmering', 'exotic', 'spice', 'fresh', 'tangerine']",98.69,0,0,1,0,0,0,0,0,0.0,0.0463980615294831,"sweet, smoke",smoke,,"Wolfburn Morven,Wolfburn Northland,Wolfburn Aurora,Blended Malt #4 6yo TBWC,Pan-Pacific Gin - TBGC,D.C. Gin - TBGC,Alamedapocalypse Gin TBGC,Millstone 6 Year Old TBWC,Old Scout American"
Port Charlotte 13 Year Old (That Boutique-y Whisky Company),https://www.masterofmalt.com/whiskies/bruichladdich/port-charlotte-that-boutiquey-whisky-company-whisky/,Islay Whisky,133.95,Bruichladdich,52.7%,50cl," A lean and mossy nose carries plenty of earthy peat, smoked sea salt and burnt heather. Chestnuts, sweet fruit and a meaty element build as the aroma progresses."," The palate carries a medical quality, TCP, among a healthy amount of sweetness from vanilla, violet and a hint of cherry. More peat ’n’ meat keeps the character true to form."," Surprisingly delicate, there’s a little brown sugar among touches of earth and soot.",lean mossy carry plenty earthy peat smoked sea salt burnt heather chestnuts sweet fruit meaty element build aroma progresses,carry medical quality tcp among healthy amount sweet vanilla violet cherry peat ’n’ meat keep character true form,surprisingly delicate there’s brown sugar among earth soot,"['lean', 'mossy', 'carry', 'plenty', 'earthy', 'peat', 'smoked', 'sea', 'salt', 'burnt', 'heather', 'chestnuts', 'sweet', 'fruit', 'meaty', 'element', 'build', 'aroma', 'progresses']","['carry', 'medical', 'quality', 'tcp', 'among', 'healthy', 'amount', 'sweet', 'vanilla', 'violet', 'cherry', 'peat', 'meat', 'keep', 'character', 'true', 'form']","['surprisingly', 'delicate', 'there', 'brown', 'sugar', 'among', 'earth', 'soot']",167.44,1,0,0,0,0,0,0,0,0.0,0.19631611956232525,sweet,"sweet, vanilla",,"Octomore 10yo TBWC,Bruichladdich 27yo TBWC,Lochindaal 9yo TBWC,Bruichladdich 11yo TBWC,Port Charlotte 14yo TBWC,Octomore 6yo TBWC,Bruichladdich 13yo TBWC"
Glen Garioch 17 Year Old (That Boutique-y Whisky Company),https://www.masterofmalt.com/whiskies/glen-garioch/glen-garioch-17-year-old-that-boutiquey-whisky-company-whisky/,Highland Whisky,87.95,Glen Garioch,50.4%,50cl," Apricot-filled pastries and lemon cheesecake, with warming cinnamon notes developing later on."," Oily walnut and marzipan. Cinnamon remains, but it's backed up by notes of nutmeg and ginger."," Sponge cake, white grapes, orange peel and mint.",apricotfilled pastry lemon cheesecake warming cinnamon developing late,oily walnut marzipan cinnamon remains backed nutmeg ginger,sponge cake white grapes orange peel mint,"['apricotfilled', 'pastry', 'lemon', 'cheesecake', 'warming', 'cinnamon', 'developing', 'late']","['oily', 'walnut', 'marzipan', 'cinnamon', 'remains', 'backed', 'nutmeg', 'ginger']","['sponge', 'cake', 'white', 'grapes', 'orange', 'peel', 'mint']",109.94,0,0,1,0,0,0,0,0,0.0,0.0,,,,"Glen Garioch 29yo TBWC,Deanston 18yo TBWC,Ardmore 19yo TBWC,Deanston 18yo #3 TBWC,Glen Garioch 10yo TBWC"
Singleton of Dufftown Tailfire,https://www.masterofmalt.com/whiskies/dufftown/singleton-of-dufftown-tailfire-whisky/,Speyside Whisky,37.96,Dufftown,40.0%,70cl," Crisp apple, red grape, raspberry and candied orange peel all jump out. A grassy green note and Wensleydale & Cranberry maintain balance whilst a touch of tobacco develops over time."," Raspberry bush, more Wensleydale. Oats, vanilla and a hint of pepper.", Drying and hot ,crisp apple red grape raspberry candied orange peel jump grassy green wensleydale cranberry maintain balance whilst tobacco develops time,raspberry bush wensleydale oats vanilla pepper,drying hot,"['crisp', 'apple', 'red', 'grape', 'raspberry', 'candied', 'orange', 'peel', 'jump', 'grassy', 'green', 'wensleydale', 'cranberry', 'maintain', 'balance', 'whilst', 'tobacco', 'develops', 'time']","['raspberry', 'bush', 'wensleydale', 'oats', 'vanilla', 'pepper']","['drying', 'hot']",47.45,0,1,0,0,0,0,0,0,0.0,0.0,,vanilla,,"Westland American Oak,Glen Moray Port Finish,Dufftown 18,The Deveron 12 Year Old,Singleton of Dufftown 12,Cragganmore 12,Dufftown Spey Cascade,Dufftown Sunray,Glenfarclas 8 Year Old"
BenRiach 10 Year Old 2008 (cask 12939) - Old Particular (Douglas Laing),https://www.masterofmalt.com/whiskies/benriach/benriach-10-year-old-2008-cask-12939-old-particular-douglas-laing-whisky/,Speyside Whisky,53.95,BenRiach,48.4%,70cl," Buttered brioche, raisins and maple syrup on pancakes."," Flapjacks, black pepper and a touch of tomato stem.", Strawberry jam on toast and ginger root.,buttered brioche raisin maple syrup pancakes,flapjacks black pepper tomato stem,strawberry jam toast ginger root,"['buttered', 'brioche', 'raisin', 'maple', 'syrup', 'pancakes']","['flapjacks', 'black', 'pepper', 'tomato', 'stem']","['strawberry', 'jam', 'toast', 'ginger', 'root']",67.44,0,1,0,0,0,0,0,0,0.0,0.0,,,,
BenRiach Peated Cask Strength - Batch 1,https://www.masterofmalt.com/whiskies/benriach/benriach-peated-cask-strength-batch-1-whiskies/,Speyside Whisky,55.96,BenRiach,56.0%,70cl," Well-charred oak, cinnamon, salted caramel and vanilla-y cereal."," Earthy and smoky, with a pinch of white pepper warmth growing at the core. Fresh fruit notes add a hint of sweetness to the background.", Dry smoke and heather honey.,wellcharred oak cinnamon salted caramel vanillay cereal,earthy smoke pinch white pepper warmth growing core fresh fruit add sweet background,dry smoke heather honey,"['wellcharred', 'oak', 'cinnamon', 'salted', 'caramel', 'vanillay', 'cereal']","['earthy', 'smoke', 'pinch', 'white', 'pepper', 'warmth', 'growing', 'core', 'fresh', 'fruit', 'add', 'sweet', 'background']","['dry', 'smoke', 'heather', 'honey']",69.95,0,1,0,0,0,0,0,0,0.0,0.09874097938940082,,"sweet, smoke",smoke,"Talisker 57° North,Ardbeg An Oa,Highland Park 12yo,Laphroaig Brodir,GlenDronach Allardice,Laphroaig Lore,La Penca Mezcal,Kilchoman Machir Bay,BenRiach Birnie Moss"
Laphroaig 18 Year Old 2000 - Old & Rare Platinum (Hunter Laing),https://www.masterofmalt.com/whiskies/laphroaig/laphroaig-18-year-old-2000-old-and-rare-platinum-hunter-laing-whisky/,Islay Whisky,275.16,Laphroaig,51.5%,70cl," A smokiness broken up by sweet toffee, along with notes of TCP."," Liquorice and smoky oak chips, followed by sweet peppermint.", Sweet smoke lingers with the finish leaving toasted brown sugar notes.,smoki broken sweet toffee along tcp,liquorice smoke oak chips sweet peppermint,sweet smoke linger leaving toasted brown sugar,"['smoki', 'broken', 'sweet', 'toffee', 'along', 'tcp']","['liquorice', 'smoke', 'oak', 'chips', 'sweet', 'peppermint']","['sweet', 'smoke', 'linger', 'leaving', 'toasted', 'brown', 'sugar']",343.95,1,0,0,0,0,0,0,0,0.0,0.3039638663228429,sweet,"sweet, smoke","sweet, smoke",
Auchroisk 27 Year Old 1990 (cask 13827) - Cask Strength Collection (Signatory),https://www.masterofmalt.com/whiskies/auchroisk/auchroisk-27-year-old-1990-cask-13827-cask-strength-collection-signatory-whisky/,Speyside Whisky,153.2,Auchroisk,53.7%,70cl," Currants, gingersnap biscuits, with honeyed nuts buttery fudge."," Fresh toast, roasted walnut, caramelised hazelnuts and a drizzle of melted white chocolate with just a hint of pepper spice."," Buttery, flaky cinnamon swirls.",currants gingersnap biscuits honeyed nut buttery fudge,fresh toast roasted walnut caramelised hazelnut drizzle melted white chocolate pepper spice,buttery flaky cinnamon swirls,"['currants', 'gingersnap', 'biscuits', 'honeyed', 'nut', 'buttery', 'fudge']","['fresh', 'toast', 'roasted', 'walnut', 'caramelised', 'hazelnut', 'drizzle', 'melted', 'white', 'chocolate', 'pepper', 'spice']","['buttery', 'flaky', 'cinnamon', 'swirls']",191.5,0,1,0,0,0,0,0,0,0.0,0.0,,,,
Inchgower 20 Year Old 1998 - Old Malt Cask (Hunter Laing),https://www.masterofmalt.com/whiskies/inchgower/inchgower-20-year-old-1998-old-malt-cask-hunter-laing-whisky/,Speyside Whisky,84.95,Inchgower,50.0%,70cl," Almond and oak, with hints of orange liqueur and tea leaf developing."," Yellow plum, flint, more freshly cut oak, white chocolate and fudge.", Subtly savoury on the finish with oats and rye crackers.,almond oak orange liqueur tea leaf developing,yellow plum flint freshly cut oak white chocolate fudge,subtly savoury oat rye crackers,"['almond', 'oak', 'orange', 'liqueur', 'tea', 'leaf', 'developing']","['yellow', 'plum', 'flint', 'freshly', 'cut', 'oak', 'white', 'chocolate', 'fudge']","['subtly', 'savoury', 'oat', 'rye', 'crackers']",106.19,0,1,0,0,0,0,0,0,0.0,0.052017188018206435,tea,,,
Royal Brackla 11 Year Old 2007 (cask 307918) - Signatory,https://www.masterofmalt.com/whiskies/brackla/royal-brackla-11-year-old-2007-cask-307918-signatory-whisky/,Speyside Whisky,33.76,Brackla,43.0%,70cl, Gentle aromas of ripe stone fruit and a drizzle of honey.," Think autumn crumble pudding, with apples, pears, hints of cinnamon spice and custard.", Light caramel notes on the finish.,gentle aroma ripe stone fruit drizzle honey,think autumn crumble pudding apples pears cinnamon spice custard,light caramel,"['gentle', 'aroma', 'ripe', 'stone', 'fruit', 'drizzle', 'honey']","['think', 'autumn', 'crumble', 'pudding', 'apples', 'pears', 'cinnamon', 'spice', 'custard']","['light', 'caramel']",42.2,0,1,0,0,0,0,0,0,0.0,0.0,,,,Aultmore 10yo 2008
Dufftown 10 Year Old 2007 - Hepburn's Choice (Langside),https://www.masterofmalt.com/whiskies/dufftown/dufftown-10-year-old-2007-hepburns-choice-langside-whisky/,Speyside Whisky,43.95,Dufftown,46.0%,70cl," Fresh fruity notes, butterscotch and hints of vanilla."," Green zesty apples, juicy pears alongside creamy vanilla pod.", Cocoa fades into gentle spicy notes.,fresh fruit butterscotch vanilla,green zesty apples juicy pear creamy vanilla pod,cocoa fade gentle spicy,"['fresh', 'fruit', 'butterscotch', 'vanilla']","['green', 'zesty', 'apples', 'juicy', 'pear', 'creamy', 'vanilla', 'pod']","['cocoa', 'fade', 'gentle', 'spicy']",54.94,0,1,0,0,0,0,0,0,0.0,0.05756587585238411,vanilla,"vanilla, creamy",,
Glen Moray 12 Year Old - Elgin Heritage,https://www.masterofmalt.com/whiskies/glen-moray/glen-moray-12-year-old-elgin-heritage-whisky/,Speyside Whisky,34.95,Glen Moray,40.0%,70cl," Vanilla-y and sweet, with subtly herbaceous oak developing.", Chewy barley with a drizzle of syrup and crushed honey-roasted nuts., White chocolate and stacks of apricots.,vanillay sweet subtly herbaceous oak developing,chewy barley drizzle syrup crushed honeyroasted nuts,white chocolate stack apricots,"['vanillay', 'sweet', 'subtly', 'herbaceous', 'oak', 'developing']","['chewy', 'barley', 'drizzle', 'syrup', 'crushed', 'honeyroasted', 'nuts']","['white', 'chocolate', 'stack', 'apricots']",43.69,0,1,0,0,0,0,0,0,0.0,0.028157147127224818,sweet,,,"Glen Moray 18yo Elgin,Ballaglass,Jamaica Cove Ginger,Glen Moray Elgin Classic,RubyBlue Blueberry,anCnoc Peatheart,Drouin Sélection,Russian Standard 38% 1.5L,Glen Moray 15yo Elgin"
Miltonduff 9 Year Old 2009 (casks 701721 & 701724) - Un-Chillfiltered Collection (Signatory),https://www.masterofmalt.com/whiskies/miltonduff/miltonduff-9-year-old-2009-casks-701721-and-701724-un-chillfiltered-collection-signatory-whisky/,Speyside Whisky,37.95,Miltonduff,46.0%,70cl," Raspberry and white chocolate muffin, with lemon and honey intertwined and a sprinkle of cinnamon. "," Buttery gingersnap biscuits dipped in dark chocolate, vanilla fudge and berry compote. ", A touch of clove and heather honey on the finish.,raspberry white chocolate muffin lemon honey intertwined sprinkle cinnamon,buttery gingersnap biscuit dipped dark chocolate vanilla fudge berry compote,clove heather honey,"['raspberry', 'white', 'chocolate', 'muffin', 'lemon', 'honey', 'intertwined', 'sprinkle', 'cinnamon']","['buttery', 'gingersnap', 'biscuit', 'dipped', 'dark', 'chocolate', 'vanilla', 'fudge', 'berry', 'compote']","['clove', 'heather', 'honey']",47.44,0,1,0,0,0,0,0,0,0.0,0.0,,vanilla,,
Darkness! Tobermory Heavily Peated 20 Year Old Oloroso Cask Finish,https://www.masterofmalt.com/whiskies/tobermory/darkness-tobermory-heavily-peated-20-year-old-oloroso-cask-finish-whisky/,Island Whisky,117.95,Tobermory,60.0%,50cl," Roasted apple and pear, stewed raspberries, cinnamon, burnt wood."," A great core of earthy peat, juxtaposed by intense chocolatey sweetness."," Bonfire embers, Weetabix with blueberries, treacle tart.",roasted apple pear stewed raspberries cinnamon burnt wood,great core earthy peat juxtaposed intense chocolatey sweetness,bonfire embers weetabix blueberries treacle tart,"['roasted', 'apple', 'pear', 'stewed', 'raspberries', 'cinnamon', 'burnt', 'wood']","['great', 'core', 'earthy', 'peat', 'juxtaposed', 'intense', 'chocolatey', 'sweetness']","['bonfire', 'embers', 'weetabix', 'blueberries', 'treacle', 'tart']",147.44,0,0,0,1,0,0,0,0,0.0,0.02554411746596711,,,,"Benrinnes 17yo TBWC,Inchgower 26yo #1 TBWC,Allt-á-Bhainne 22yo TBWC,Darkness! Peatside 6yo,Darkness! Macduff 19yo,Darkness! Blended Malt 20,North British 26yo TBWC,Bruichladdich 13yo TBWC,Aberfeldy 21yo #2 TBWC"
Craigellachie 10 Year Old 2008 - Hepburn's Choice (Langside),https://www.masterofmalt.com/whiskies/craigellachie/craigellachie-10-year-old-2008-hepburns-choice-langside-whisky/,Speyside Whisky,46.95,Craigellachie,46.0%,70cl," Tart raspberries and ripe stone fruits, a dash of orange citrus and rich caramel notes."," More red berries alongside creamy caramel milk chocolate, roasted coffee beans and a crack of black pepper.", Fresh espresso and pepper spice linger on the finish with a hint of raspberry jam.,tart raspberry ripe stone fruits dash orange citrus rich caramel,red berry creamy caramel milk chocolate roasted coffee bean crack black pepper,fresh espresso pepper spice linger raspberry jam,"['tart', 'raspberry', 'ripe', 'stone', 'fruits', 'dash', 'orange', 'citrus', 'rich', 'caramel']","['red', 'berry', 'creamy', 'caramel', 'milk', 'chocolate', 'roasted', 'coffee', 'bean', 'crack', 'black', 'pepper']","['fresh', 'espresso', 'pepper', 'spice', 'linger', 'raspberry', 'jam']",58.69,0,1,0,0,0,0,0,0,0.0,0.0,,creamy,,
Cask Speyside 10 Year Old (A.D. Rattray),https://www.masterofmalt.com/whiskies/a-d-rattray/cask-speyside-10-year-old-a-d-rattray-whisky/,Scotch Whisky,35.95,A. D. Rattray,46.0%,70cl," Lemon curd, soft vanilla fudge, mint cremes and floral, fragrant blossom."," Smooth and rather gentle, with barley sugar sweetness, creamy milk chocolate praline, fresh cinnamon cookies and black pepper spice.", A balanced finish with sweet notes remaining alongside a splash of lemon citrus.,lemon curd soft vanilla fudge mint cremes floral fragrant blossom,smooth rather gentle barley sugar sweet creamy milk chocolate praline fresh cinnamon cooky black pepper spice,balanced sweet remaining splash lemon citrus,"['lemon', 'curd', 'soft', 'vanilla', 'fudge', 'mint', 'cremes', 'floral', 'fragrant', 'blossom']","['smooth', 'rather', 'gentle', 'barley', 'sugar', 'sweet', 'creamy', 'milk', 'chocolate', 'praline', 'fresh', 'cinnamon', 'cooky', 'black', 'pepper', 'spice']","['balanced', 'sweet', 'remaining', 'splash', 'lemon', 'citrus']",44.94,0,0,0,0,0,0,1,0,0.0,0.065857564170497,vanilla,"sweet, creamy",sweet,"Cask Orkney 18yo,Inchgower 20yo 1997 #8776,Glen Spey 20yo 1997 #5980,Royal Brackla 8yo #11,Stronachie 10 Year Old"
Old Pulteney 18 Year Old,https://www.masterofmalt.com/whiskies/pulteney/old-pulteney-18-year-old-whisky/,Highland Whisky,112.0,Pulteney,46.0%,70cl," Cinnamon-spiced cookie dough, mature oak, a very light touch of charcoal."," Dark chocolate and green apple make for a great juxtaposition of bitterness and sweetness, while waves of vanilla and rye bread sit in the background."," Citrus, sea salt and wet grass.",cinnamonspiced cookie dough mature oak light charcoal,dark chocolate green apple make great juxtaposition bitter sweet wave vanilla rye bread sit background,citrus sea salt wet grass,"['cinnamonspiced', 'cookie', 'dough', 'mature', 'oak', 'light', 'charcoal']","['dark', 'chocolate', 'green', 'apple', 'make', 'great', 'juxtaposition', 'bitter', 'sweet', 'wave', 'vanilla', 'rye', 'bread', 'sit', 'background']","['citrus', 'sea', 'salt', 'wet', 'grass']",140.0,0,0,1,0,0,0,0,0,0.0,0.07063591229402821,mature,"sweet, vanilla",,Old Pulteney 15 Year Old
