name,url,Region,price,Distillery / Brand,Alcohol,Volume,Nose,Palate,Finish,Nose_clean,Palate_clean,Finish_clean,Nose_tokens,Palate_tokens,Finish_tokens,price_usd,reg_0,reg_1,reg_2,reg_3,reg_4,reg_5,reg_6,reg_7,user_pref,score,Nose_common,Palate_common,Finish_common,vendor_rec
Mortlach 20 Year Old 1997 (cask 2977) - Mackillop's Choice,https://www.masterofmalt.com/whiskies/mortlach/mortlach-20-year-old-1997-cask-2977-mackillops-choice-whisky/,Speyside Whisky,194.49,Mortlach,50.2%,70cl," As soft malt and acacia honey make way for buttery biscuit and filo pastry, creamy vanilla, spiced pears and white pepper rise."," Seedless raisins, jam doughnuts and sugary oat biscuits give sweetness, before a subtle herbal note and peppery oak spices temper things.", Over walnuts and a spicier malt is lasting vanilla and wood spice.,soft malt acacia honey make way buttery biscuit filo pastry creamy vanilla spiced pear white pepper rise,seedless raisins jam doughnut sugary oat biscuit give sweet subtle herbal peppery oak spice temper things,walnut spicy malt lasting vanilla wood spice,"['soft', 'malt', 'acacia', 'honey', 'make', 'way', 'buttery', 'biscuit', 'filo', 'pastry', 'creamy', 'vanilla', 'spiced', 'pear', 'white', 'pepper', 'rise']","['seedless', 'raisins', 'jam', 'doughnut', 'sugary', 'oat', 'biscuit', 'give', 'sweet', 'subtle', 'herbal', 'peppery', 'oak', 'spice', 'temper', 'things']","['walnut', 'spicy', 'malt', 'lasting', 'vanilla', 'wood', 'spice']",243.11,0,1,0,0,0,0,0,0,0.0,0.13974693780538025,"vanilla, creamy",sweet,vanilla,"Dailuaine 16,Michel Forgeron XO,Tullibardine 24yo North,Linkwood 26yo 1989 #7327,BenRiach Batch 2,Irish Single Malt XO,Reservoir Bourbon,Aultmore 11yo TBWC,Mortlach 23YO '91 #5887"
Arran 21 Year Old 1997 - Old Malt Cask (Hunter Laing),https://www.masterofmalt.com/whiskies/arran/arran-21-year-old-1997-old-malt-cask-hunter-laing-whisky/,Island Whisky,120.0,Arran,50.0%,70cl," Pineapple and treacle, with a little sponge cake in support (sounds like a tasty pudding...). "," More pineapple, though now it's been coated in sugar and roasted. Dried barley and a hint of toasted oak follow on."," Lemon peel, sultana, almond and cherry bakewell tart.",pineapple treacle sponge cake support sounds tasty pudding,pineapple though coated sugar roasted dried barley toasted oak follow,lemon peel sultana almond cherry bakewell tart,"['pineapple', 'treacle', 'sponge', 'cake', 'support', 'sounds', 'tasty', 'pudding']","['pineapple', 'though', 'coated', 'sugar', 'roasted', 'dried', 'barley', 'toasted', 'oak', 'follow']","['lemon', 'peel', 'sultana', 'almond', 'cherry', 'bakewell', 'tart']",150.0,0,0,0,1,0,0,0,0,0.0,0.024287069628756645,,,,
Dufftown 9 Year Old 2009 - Strictly Limited (Càrn Mòr),https://www.masterofmalt.com/whiskies/dufftown/dufftown-9-year-old-2009-strictly-limited-carn-mor-whisky/,Speyside Whisky,40.25,Dufftown,46.0%,70cl," Grassy at first, but soon becomes sweet with toffee and buttered hot cross buns."," Waxy orange, dark chocolate, gingerbread and fresh kumquat.", A lingering fruity sharpness.,grassy soon becomes sweet toffee buttered hot cross buns,waxy orange dark chocolate gingerbread fresh kumquat,linger fruit sharpness,"['grassy', 'soon', 'becomes', 'sweet', 'toffee', 'buttered', 'hot', 'cross', 'buns']","['waxy', 'orange', 'dark', 'chocolate', 'gingerbread', 'fresh', 'kumquat']","['linger', 'fruit', 'sharpness']",50.31,0,1,0,0,0,0,0,0,0.0,0.027019010339808257,sweet,,,Benrinnes 9yo 2009
Ledaig 10 Year Old 2008 (cask 70099) - Ancient Mariner,https://www.masterofmalt.com/whiskies/ledaig/ledaig-10-year-old-2008-cask-70099-ancient-mariner-whisky/,Island Whisky,56.95,Tobermory,46.1%,50cl," Damson, Sesame Snaps, toasted oak and a touch of rye heat."," Roasted barley and earthy smoke, balanced by heaps of chocolate and dried fruit.", Punchy peppery spice and some oily malt.,damson sesame snaps toasted oak rye heat,roasted barley earthy smoke balanced heap chocolate dried fruit,punchy peppery spice oily malt,"['damson', 'sesame', 'snaps', 'toasted', 'oak', 'rye', 'heat']","['roasted', 'barley', 'earthy', 'smoke', 'balanced', 'heap', 'chocolate', 'dried', 'fruit']","['punchy', 'peppery', 'spice', 'oily', 'malt']",71.19,0,0,0,1,0,0,0,0,0.0,0.026008594009103214,,smoke,,Tobermory 9yo 2008 #6669
Glencadam 21 Year Old,https://www.masterofmalt.com/whiskies/glencadam-21-year-old-whisky/,Highland Whisky,96.06,Glencadam,46.0%,70cl," Buttery and sweet with notes of tropical fruits, citrus, marmalade, toast, and custard."," Spicy and tingling on the tongue with oak-led spices, vanilla, cinnamon and allspice, creamy pineapple and hints of coconut alongside toasted barley.", Good length with some oaky dryness and tropical fruit.,buttery sweet tropical fruits citrus marmalade toast custard,spicy tingling tongue oakled spices vanilla cinnamon allspice creamy pineapple coconut toasted barley,good long oaky dry tropical fruit,"['buttery', 'sweet', 'tropical', 'fruits', 'citrus', 'marmalade', 'toast', 'custard']","['spicy', 'tingling', 'tongue', 'oakled', 'spices', 'vanilla', 'cinnamon', 'allspice', 'creamy', 'pineapple', 'coconut', 'toasted', 'barley']","['good', 'long', 'oaky', 'dry', 'tropical', 'fruit']",120.08,0,0,1,0,0,0,0,0,0.0,0.0470906081960188,sweet,"spices, vanilla, creamy",good,"Glencadam 17YO,GlenDronach 21 Parliament,Tomatin 18yo Sherry Cask,Dalmore 15,Tomintoul 14,Glencadam 10,Glengoyne 18,GlenDronach Allardice,Dalmore 18"
Caol Ila 8 Year Old 2009 (cask 321581) - The Cooper's Choice (The Vintage Malt Whisky Co.),https://www.masterofmalt.com/whiskies/caol-ila/caol-ila-8-year-old-2009-cask-321581-the-coopers-choice-the-vintage-malt-whisky-co-whisky/,Islay Whisky,69.95,Caol Ila,46.0%,70cl," Oodles of coastal aromas, with sea salt, brine and cured meat, alongside peat, and zingy lemon citrus."," Creamy toffee and vanilla with a rich and oily mouthfeel, with more citrus and crunchy apple, lemon and pepper."," Lengthy, with salty maritime and smoky notes intertwined.",oodles coastal aromas sea salt brine cured meat peat zingy lemon citrus,creamy toffee vanilla rich oily mouthfeel citrus crunchy apple lemon pepper,long salty maritime smoke intertwined,"['oodles', 'coastal', 'aromas', 'sea', 'salt', 'brine', 'cured', 'meat', 'peat', 'zingy', 'lemon', 'citrus']","['creamy', 'toffee', 'vanilla', 'rich', 'oily', 'mouthfeel', 'citrus', 'crunchy', 'apple', 'lemon', 'pepper']","['long', 'salty', 'maritime', 'smoke', 'intertwined']",87.44,1,0,0,0,0,0,0,0,0.0,0.21459103457385933,,"vanilla, creamy",smoke,Caol Ila 6 Koval 4 Grain
Glencadam Origin 1825,https://www.masterofmalt.com/whiskies/glencadam/glencadam-origin-1825-whisky/,Highland Whisky,26.95,Glencadam,40.0%,70cl, Mixed fruit - red fruit from the Sherry casks and tropical from the American oak - with creamy Glencadam character.," Sweet winter spice, vanilla, malt, cooked fruits and fruit salad.", Sweet and fruity.,mixed fruit red fruit sherry cask tropical american oak creamy glencadam character,sweet winter spice vanilla malt cooked fruit fruit salad,sweet fruit,"['mixed', 'fruit', 'red', 'fruit', 'sherry', 'cask', 'tropical', 'american', 'oak', 'creamy', 'glencadam', 'character']","['sweet', 'winter', 'spice', 'vanilla', 'malt', 'cooked', 'fruit', 'fruit', 'salad']","['sweet', 'fruit']",33.69,0,0,1,0,0,0,0,0,0.0,0.1648171286860658,"sherry, creamy","sweet, vanilla",sweet,"Glencadam 17YO,Tomintoul 12 Oloroso,Glencadam 13 Reawakening,Wolfburn Northland,Nikka Coffey Malt,Hamiltons Islay,Glencadam 10,anCnoc 12,Glenfarclas 8 Year Old"
Glen Grant 23 Year Old 1995 (casks 88187 & 88188) - Cask Strength Collection (Signatory),https://www.masterofmalt.com/whiskies/glen-grant/glen-grant-23-year-old-1995-casks-88187-and-88188-cask-strength-collection-signatory-whisky/,Speyside Whisky,104.97,Glen Grant,48.9%,70cl," Caramelised nuts, banana bread with a good helping of cinnamon spice, and juicy plum."," Oodles of spice, with pepper heat and baking spice sweetness alongside waves of caramel.", Almonds enrobed in rich dark chocolate and even more baking spices on the finish. ,caramelised nuts banana bread good helping cinnamon spice juicy plum,oodles spice pepper heat baking spice sweet wave caramel,almonds enrobed rich dark chocolate even baking spice,"['caramelised', 'nuts', 'banana', 'bread', 'good', 'helping', 'cinnamon', 'spice', 'juicy', 'plum']","['oodles', 'spice', 'pepper', 'heat', 'baking', 'spice', 'sweet', 'wave', 'caramel']","['almonds', 'enrobed', 'rich', 'dark', 'chocolate', 'even', 'baking', 'spice']",131.21,0,1,0,0,0,0,0,0,0.0,0.0686027970216381,good,sweet,,
Finlaggan Old Reserve,https://www.masterofmalt.com/whiskies/the-vintage-malt-whisky-co/finlaggan-old-reserve-whisky/,Scotch Whisky,31.95,The Vintage Malt Whisky Co.,40.0%,70cl," Slightly medicinal nose with hints of peanut, sticking plasters, manuka honey and digestive biscuits."," Sweet cereals, barley malt, a little peat smoke, TCP, nutmeg and ginger."," A long, sweet finish with toasty oak and peppermint.",slightly medicinal peanut sticking plasters manuka honey digestive biscuits,sweet cereals barley malt peat smoke tcp nutmeg ginger,long sweet toasty oak peppermint,"['slightly', 'medicinal', 'peanut', 'sticking', 'plasters', 'manuka', 'honey', 'digestive', 'biscuits']","['sweet', 'cereals', 'barley', 'malt', 'peat', 'smoke', 'tcp', 'nutmeg', 'ginger']","['long', 'sweet', 'toasty', 'oak', 'peppermint']",39.94,0,0,0,0,0,0,1,0,0.0,0.12551834313968568,,"sweet, smoke",sweet,"Bradan Orach,Ardbeg Uigeadail,Tomatin Legacy,Islay Storm,Ileach Peaty,Tomintoul Peaty Tang,Finlaggan Cask Strength,Speyburn 10,Smokehead"
Bruichladdich 13 Year Old (That Boutique-y Whisky Company),https://www.masterofmalt.com/whiskies/bruichladdich/bruichladdich-13-year-old-that-boutiquey-whisky-company-whisky/,Islay Whisky,76.95,Bruichladdich,47.6%,50cl," Pine, pineapple, apple crisps, a touch of wine-like booziness."," Mango, orange and pear, with toasted spice at the core."," Liquorice, sea salt and a touch of flint.",pine pineapple apple crisps winelike booziness,mango orange pear toasted spice core,liquorice sea salt flint,"['pine', 'pineapple', 'apple', 'crisps', 'winelike', 'booziness']","['mango', 'orange', 'pear', 'toasted', 'spice', 'core']","['liquorice', 'sea', 'salt', 'flint']",96.19,1,0,0,0,0,0,0,0,0.0,0.17989336203870038,,,,"Benrinnes 17yo TBWC,Inchgower 26yo #1 TBWC,Allt-á-Bhainne 22yo TBWC,Glen Keith 24yo TBWC,Glencadam 6yo TBWC,Auchentoshan 24yo TBWC,Rock Town 1yo TBBC,North British 26yo TBWC,Aberfeldy 21yo #2 TBWC"
Mortlach 1994 (bottled 2017) (cask 17039) - Malts of Scotland,https://www.masterofmalt.com/whiskies/mortlach/mortlach-1994-bottled-2017-cask-17039-malts-of-scotland-whisky/,Speyside Whisky,241.52,Mortlach,62.0%,70cl, Rum-soaked raisin and Jamaican Ginger Cake. A hint of rubber.," Toasted teacakes with oodles of sultanas, a fiery kick of clove and cinnamon.", Subtle smokiness sticks around.,rumsoaked raisin jamaican ginger cake rubber,toasted teacake oodles sultanas fiery kick clove cinnamon,subtle smoki stick around,"['rumsoaked', 'raisin', 'jamaican', 'ginger', 'cake', 'rubber']","['toasted', 'teacake', 'oodles', 'sultanas', 'fiery', 'kick', 'clove', 'cinnamon']","['subtle', 'smoki', 'stick', 'around']",301.9,0,1,0,0,0,0,0,0,0.0,0.0,,,,"BenRinnes 15,GlenDronach 21 Parliament,Yamazaki Reserve,Yoichi Single Malt,Mortlach 2006 #18030,Mortlach 23YO '91 #5887"
Balblair 7 Year Old (That Boutique-y Whisky Company),https://www.masterofmalt.com/whiskies/balblair/balblair-7-year-old-that-boutiquey-whisky-company-whisky/,Highland Whisky,46.95,Balblair,49.9%,50cl," Wood smoke, earth and salty sea air. Surely there’s some peat involved here?"," Think of windswept Highland beaches, briney, with vegetal seaweed notes and black pepper.", Saline with warm spicy cinnamon notes.,wood smoke earth salty sea air surely there’s peat involved,think windswept highland beaches briney vegetal seaweed black pepper,saline warm spicy cinnamon,"['wood', 'smoke', 'earth', 'salty', 'sea', 'air', 'surely', 'there', 'peat', 'involved']","['think', 'windswept', 'highland', 'beaches', 'briney', 'vegetal', 'seaweed', 'black', 'pepper']","['saline', 'warm', 'spicy', 'cinnamon']",58.69,0,0,1,0,0,0,0,0,0.0,0.05020733725587428,smoke,,,"Balblair 9yo TBWC,Tullibardine 11yo TBWC,Glen Garioch 10yo TBWC,Glencadam 6yo TBWC"
Knockando 18 Year Old 1996 Slow Matured,https://www.masterofmalt.com/whiskies/knockando/knockando-18-year-old-1996-slow-matured-whisky/,Speyside Whisky,60.41,Knockando,43.0%,70cl, Porridge with generous helpings of honey and raisins. Hints of oily walnut and blackcurrant.," Strawberry boiled sweeties, juicy barley, sugared almond. "," Old leather, lingering dark chocolate and orange peels.",porridge generous helping honey raisins hints oily walnut blackcurrant,strawberry boiled sweeties juicy barley sugared almond,old leather linger dark chocolate orange peels,"['porridge', 'generous', 'helping', 'honey', 'raisins', 'hints', 'oily', 'walnut', 'blackcurrant']","['strawberry', 'boiled', 'sweeties', 'juicy', 'barley', 'sugared', 'almond']","['old', 'leather', 'linger', 'dark', 'chocolate', 'orange', 'peels']",75.51,0,1,0,0,0,0,0,0,0.0,0.0,,,,"Teaninich 10,Dailuaine 16,Knockando 21yo 1994,Koval Bourbon,anCnoc 24 Year Old,Royal Brackla 16 Year Old,Royal Lochnagar 12,Deanston 18 Year Old,Loch Lomond 18 Year Old"
Speyburn 18 Year Old,https://www.masterofmalt.com/whiskies/speyburn/speyburn-18-year-old-whisky/,Highland Whisky,77.95,Speyburn,46.0%,70cl," Rich toffee, sugar coated almonds and sweet, fresh tropical fruits alongside toffee apples and whispers of smoke. "," Luxurious melted dark chocolate, balanced by a hint of citrus and a touch of oak spiciness. "," Very smoky, long and slightly bittersweet.",rich toffee sugar coated almond sweet fresh tropical fruit toffee apple whisper smoke,luxurious melted dark chocolate balanced citrus oak spiciness,smoke long slightly bittersweet,"['rich', 'toffee', 'sugar', 'coated', 'almond', 'sweet', 'fresh', 'tropical', 'fruit', 'toffee', 'apple', 'whisper', 'smoke']","['luxurious', 'melted', 'dark', 'chocolate', 'balanced', 'citrus', 'oak', 'spiciness']","['smoke', 'long', 'slightly', 'bittersweet']",97.44,0,0,1,0,0,0,0,0,0.0,0.117726520490047,"sweet, smoke",,smoke,"Bradan Orach,Speyburn 15 Year Old,Speyburn 10"
Glen Moray Elgin Classic,https://www.masterofmalt.com/whiskies/glen-moray/glen-moray-elgin-classic-whisky/,Speyside Whisky,21.9,Glen Moray,40.0%,70cl," Light, fresh. Grist. Nutty, floral. Dried grass. Slightly fruity."," Oak, gentle. Well balanced, walnut, grist. Citrus, lemon sponge."," Tangy citrus, spicy fruitcake.",light fresh grist nutty floral dried grass slightly fruit,oak gentle well balanced walnut grist citrus lemon sponge,tangy citrus spicy fruitcake,"['light', 'fresh', 'grist', 'nutty', 'floral', 'dried', 'grass', 'slightly', 'fruit']","['oak', 'gentle', 'well', 'balanced', 'walnut', 'grist', 'citrus', 'lemon', 'sponge']","['tangy', 'citrus', 'spicy', 'fruitcake']",27.38,0,1,0,0,0,0,0,0,0.0,0.05108823493193421,,,,"Loch Lomond Signature,Bradan Orach,Tomatin Legacy,Ileach Peaty,Glen Moray Port Finish,Glen Parker,Glen Moray Sherry Finish,Loch Lomond Original,Glen Ranoch"
Glenrothes 28 Year Old (That Boutique-y Whisky Company),https://www.masterofmalt.com/whiskies/glenrothes/glenrothes-28-year-old-that-boutiquey-whisky-company-whisky/,Speyside Whisky,146.95,Glenrothes,49.7%,50cl," Aromas of lemon peel and orchard fruit emerge first, before hazelnut and a slight hint of chocolate-chip digestive and cornflakes join them. There’s a deeply rich caramel and toasted oak note there too as the nose develops."," Clove and cinnamon sparkle to life among rich honey, rhubarb crumble and sweet vanilla. Toasted cereal and barley sugar add depth.", The finish is long and delicately spiced with a touch of tangy fruit and an underlying creamy mocha.,aromas lemon peel orchard fruit emerge hazelnut slight chocolatechip digestive cornflakes join there’s deeply rich caramel toasted oak develops,clove cinnamon sparkle life among rich honey rhubarb crumble sweet vanilla toasted cereal barley sugar add depth,long delicately spiced tangy fruit underlying creamy mocha,"['aromas', 'lemon', 'peel', 'orchard', 'fruit', 'emerge', 'hazelnut', 'slight', 'chocolatechip', 'digestive', 'cornflakes', 'join', 'there', 'deeply', 'rich', 'caramel', 'toasted', 'oak', 'develops']","['clove', 'cinnamon', 'sparkle', 'life', 'among', 'rich', 'honey', 'rhubarb', 'crumble', 'sweet', 'vanilla', 'toasted', 'cereal', 'barley', 'sugar', 'add', 'depth']","['long', 'delicately', 'spiced', 'tangy', 'fruit', 'underlying', 'creamy', 'mocha']",183.69,0,1,0,0,0,0,0,0,0.0,0.07661116860968789,,"sweet, vanilla",creamy,Glenrothes 20yo TBWC
BenRiach 21 Year Old,https://www.masterofmalt.com/whiskies/benriach/benriach-21-year-old-whisky/,Speyside Whisky,125.0,BenRiach,46.0%,70cl," Spiced fruit punch, with a touch of warming oak in the background. A few hints of zesty tropical fruit, too."," The Sherry cask-matured whisky really starts to take control on the palate, with milk chocolate and rain notes developing at its core. Lemon zest and shortbread."," A lengthy finish, boasting caramel and rye bread.",spiced fruit punch warming oak background zesty tropical fruit,sherry caskmatured whisky really start take control milk chocolate rain developing core lemon z shortbread,long boasting caramel rye bread,"['spiced', 'fruit', 'punch', 'warming', 'oak', 'background', 'zesty', 'tropical', 'fruit']","['sherry', 'caskmatured', 'whisky', 'really', 'start', 'take', 'control', 'milk', 'chocolate', 'rain', 'developing', 'core', 'lemon', 'shortbread']","['long', 'boasting', 'caramel', 'rye', 'bread']",156.25,0,1,0,0,0,0,0,0,0.0,0.04509995608041572,,sherry,,"Bunnahabhain 25,GlenDronach 21 Parliament,Glenlossie 17yo TBWC,Koval Bourbon,Bowmore 26yo Vintner's,Glencadam 18 Year Old,Benriach 22yo Albariza,Glencadam 25 Year Old,BenRiach 22yo Rum Cask"
Glencadam 6 Year Old 2012 - Hepburn's Choice (Langside),https://www.masterofmalt.com/whiskies/glencadam/glencadam-6-year-old-2012-hepburns-choice-langside-whisky/,Highland Whisky,36.95,Glencadam,46.0%,70cl," Sweet, fragrant honey alongside oak spices and fresh hay."," Sweet barley, creamy vanilla and more honey with fresh orchard fruits and a pinch of white pepper."," Oak spice develops alongside fresh herbs, with a hint of balancing white chocolate sweetness.",sweet fragrant honey oak spice fresh hay,sweet barley creamy vanilla honey fresh orchard fruit pinch white pepper,oak spice develops fresh herbs balancing white chocolate sweetness,"['sweet', 'fragrant', 'honey', 'oak', 'spice', 'fresh', 'hay']","['sweet', 'barley', 'creamy', 'vanilla', 'honey', 'fresh', 'orchard', 'fruit', 'pinch', 'white', 'pepper']","['oak', 'spice', 'develops', 'fresh', 'herbs', 'balancing', 'white', 'chocolate', 'sweetness']",46.19,0,0,1,0,0,0,0,0,0.0,0.0941812163920376,sweet,"sweet, vanilla, creamy",,
